,Specialization,Doctor_Name,Experience,Location,Consultation_fee,Rating,Review,Hospital_Name
354,['GastroIntestinal Surgeon2'],Dr. P. Sharath Chandra Kaushik,19 years experience overall,"Hitech City,Hyderabad",₹500,33% ,3 Patient Stories,Apollo Hospital
355,['General Surgeon1'],Dr. A.Sharath Reddy,18 years experience overall,"Hitech City,Hyderabad",₹900,94% ,8 Patient Stories,Apollo Hospital
356,['Cardiologist1'],Dr. Siddartha Reddy,15 years experience overall,"Madinaguda,Hyderabad",₹700,94% ,530 Patient Stories,Apollo Hospital
357,['Neurologist1'],Dr. Anand Ramamurthy,27 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,1 Patient Story,Apollo Hospital
358,['GastroIntestinal Surgeon2'],Dr. Prameela Sekhar K,37 years experience overall,"Jubilee Hills,Hyderabad",₹800,89% ,17 Patient Stories,Apollo Hospital
359,['Gynecologist/Obstetrician3'],Dr. Pratibha Narayan,28 years experience overall,"Banjara Hills,Hyderabad",₹750,91% ,171 Patient Stories,Apollo Hospital
360,['Ear-Nose-Throat (ENT) Specialist2'],Dr. Soundararajan Periyasamy,47 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,2 Patient Stories,Apollo Hospitals
361,['Psychologist'],Dr. Leenatha Reddy J,27 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,NaN,Apollo Hospitals
362,['Gynecologist/Obstetrician1'],Dr. Shravya G,17 years experience overall,"Jubilee Hills,Hyderabad",₹800,92% ,203 Patient Stories,Apollo Hospitals
363,['Pediatrician2'],Dr. B Kiranmayee,14 years experience overall,"Nallagandla,Hyderabad",₹550,96% ,230 Patient Stories,Apollo Hospitals
364,['Psychiatrist1'],Dr. Bhanu Prasad. K,13 years experience overall,"Hyderguda,Hyderabad",₹800,80% ,4 Patient Stories,Apollo Hospitals
365,['Ear-Nose-Throat (ENT) Specialist2'],Dr. Venu Kumari,18 years experience overall,"Chanda Nagar,Hyderabad",₹500,86% ,908 Patient Stories,Apollo Hospitals
366,['Urologist3'],Dr. Shyam Kalavalapalli,29 years experience overall,"KPHB,Hyderabad",₹900,97% ,328 Patient Stories,Apollo Hospitals
367,['Neurologist2'],Dr. Sunil Kumar Swain,24 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,NaN,Apollo Hospitals
368,['Gynecologist/Obstetrician2'],Dr. P L	Chary,37 years experience overall,"Hyderguda,Hyderabad",₹1500,92% ,10 Patient Stories,Apollo Hospitals
369,['General Physician2'],Dr. Indira,33 years experience overall,"Ameerpet,Hyderabad",₹600,86% ,6 Patient Stories,Apollo Hospitals
370,['Dermatologist3'],Dr. Nikhila Pinjala,10 years experience overall,"Jubilee Hills,Hyderabad",₹800,100% ,2 Patient Stories,Apollo Hospitals
371,['Vascular Surgeon1'],Dr. Tapaswi Krishna,13 years experience overall,"Lakdikapul,Hyderabad",₹800,100% ,10 Patient Stories,Apollo Hospitals
372,['Dermatologist2'],Dr. Ishani Chakravarty,20 years experience overall,"Secunderabad,Hyderabad",₹700,90% ,81 Patient Stories,Apollo Hospitals
373,['Pulmonologist1'],Dr. Sruthi Alla,12 years experience overall,"Madhapur,Hyderabad",₹750,97% ,309 Patient Stories,Apollo Hospitals
374,['Dermatologist1'],Dr. S Rajesh Reddy,18 years experience overall,"Jubilee Hills,Hyderabad",₹800,100% ,2 Patient Stories,Apollo Hospitals
375,['Neurologist1'],Dr. Shanthi Reddy V,35 years experience overall,"Jubilee Hills,Hyderabad",₹800,60% ,3 Patient Stories,Apollo Hospitals
376,['Dermatologist3'],Dr. Anup Kumar Lahari,39 years experience overall,"Secunderabad,Hyderabad",₹600,86% ,10 Patient Stories,Apollo Hospitals
377,['Gynecologist/Obstetrician3'],Dr. Kondal Rao,27 years experience overall,"Lakdikapul,Hyderabad",₹800,100% ,1 Patient Story,Apollo Hospitals
378,['Cardiologist2'],Dr. Sudhir Naik,30 years experience overall,"Jubilee Hills,Hyderabad",₹1000,75% ,4 Patient Stories,Apollo Hospitals
379,['Gynecologist/Obstetrician3'],Dr. K. Amrutha,12 years experience overall,"Chanda Nagar,Hyderabad",₹400,93% ,20 Patient Stories,Apollo Hospitals
380,['Cardiologist1'],Dr. K. Amrutha,12 years experience overall,"Chanda Nagar,Hyderabad",₹400,93% ,20 Patient Stories,Kadimi Nursing Home
381,['Gynecologist/Obstetrician1'],Dr. Lakshmikanth Reddy,17 years experience overall,"Hitech City,Hyderabad",₹500,79% ,6 Patient Stories,Kadimi Nursing Home
382,['General Physician1'],Dr. Alekya Singapore,10 years experience overall,"Kondapur,Hyderabad",₹700,90% ,28 Patient Stories,Kadimi Nursing Home
383,['Dermatologist1'],Dr. Saguna Puttoo,25 years experience overall,"Jubilee Hills,Hyderabad",₹600,94% ,99 Patient Stories,Kadimi Nursing Home
384,['Dermatologist2'],Dr. V Venkata Sampath,19 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,NaN,Kadimi Nursing Home
385,['Oncologist1'],Dr. Ravi Charan Palwai,27 years experience overall,"Hitech City,Hyderabad",₹500,88% ,28 Patient Stories,Kadimi Nursing Home
386,['Ear-Nose-Throat (ENT) Specialist2'],Dr. Manish C Varma,19 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,1 Patient Story,Kadimi Nursing Home
387,['Oncologist1'],Dr. Koteswar Rao,31 years experience overall,"Jubilee Hills,Hyderabad",₹800,100% ,3 Patient Stories,Kadimi Nursing Home
388,['Pediatrician3'],Dr. Vandana Hegde,20 years experience overall,"Hitech City,Hyderabad",₹800,93% ,884 Patient Stories,Kadimi Nursing Home
389,['Gynecologist/Obstetrician2'],Dr. Sajjan R Agarwal,45 years experience overall,"Panjagutta,Hyderabad",₹700,92% ,297 Patient Stories,Kadimi Nursing Home
390,['Dermatologist4'],Dr. G L Sitara,13 years experience overall,"Madinaguda,Hyderabad",₹500,97% ,281 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
391,['Dermatologist1'],Dr. Rahul Lath,30 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Dr Sitara Advanced Skin And Hair Clinic
392,['Neurosurgeon3'],Dr. B.S.V. Raju,31 years experience overall,"Ameerpet,Hyderabad",₹650,76% ,44 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
393,['\xa0Homoeopath1'],Dr. Satish Erra,14 years experience overall,"Dilsukhnagar,Hyderabad",₹500,98% ,579 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
394,['Neurosurgeon3'],Dr. Kiran Peddi,27 years experience overall,"Gachibowli,Hyderabad",₹800,98% ,110 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
395,['Gastroenterologist2'],Dr. Rajasekhar Reddy,29 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,7 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
396,['Pediatrician1'],Dr. Rahul Reddy C,11 years experience overall,"Jubilee Hills,Hyderabad",₹800,100% ,13 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
397,['General Surgeon2'],Dr. Usha Rani,32 years experience overall,"Ameerpet,Hyderabad",₹500,91% ,10 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
398,['Internal Medicine3'],Dr. P Tanuja,14 years experience overall,"Ameerpet,Hyderabad",₹500,100% ,6 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
399,['Gynecologist/Obstetrician1'],Dr. Nidhi Nair,42 years experience overall,"Chanda Nagar,Hyderabad",₹650,88% ,46 Patient Stories,Dr Sitara Advanced Skin And Hair Clinic
400,['Gynecologist/Obstetrician4'],Dr. Harika Ramisetty,14 years experience overall,"Madhapur,Hyderabad",₹600,99% ,58 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
401,['Ophthalmologist2'],Dr. Mallika Goyal,26 years experience overall,"Jubilee Hills,Hyderabad",₹800,67% ,6 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
402,['Dermatologist1'],Dr. V Bramha Prasad,20 years experience overall,"Secunderabad,Hyderabad",₹600,100% ,NaN,TruSkin Dermatology Lasers and Anti-Aging Clinic
403,['Neurosurgeon2'],Dr. Suneetha Narreddy,26 years experience overall,"Jubilee Hills,Hyderabad",₹1500,NaN,NaN,TruSkin Dermatology Lasers and Anti-Aging Clinic
404,['Internal Medicine2'],Dr. Rama Krishna Prasad. CH,11 years experience overall,"Manikonda,Hyderabad",₹600,100% ,23 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
405,['Oncologist1'],Dr. Satish kotla,34 years experience overall,"Kondapur,Hyderabad",₹900,100% ,7 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
406,['Gastroenterologist1'],Dr. Sarathchandra Gorantla,16 years experience overall,"Jubilee Hills,Hyderabad",₹1200,78% ,8 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
407,['Internal Medicine3'],Dr. Shridharan,23 years experience overall,"Hyderguda,Hyderabad",₹1000,94% ,5 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
408,['Plastic Surgeon2'],Dr. Guru Karna Vemula,20 years experience overall,"Manikonda,Hyderabad",₹1000,100% ,35 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
409,['Plastic Surgeon2'],Dr. Swetha Kasturi,16 years experience overall,"KPHB,Hyderabad",₹600,100% ,127 Patient Stories,TruSkin Dermatology Lasers and Anti-Aging Clinic
410,['Pulmonologist1'],Dr. Ravinder Raju,25 years experience overall,"Kukatpally,Hyderabad",₹300,71% ,4 Patient Stories,Positive Homeopathy
411,['\xa0Homoeopath2'],Dr. Naveen Reddy P,19 years experience overall,"Secunderabad,Hyderabad",₹700,67% ,3 Patient Stories,Positive Homeopathy
412,['Orthopedist1'],Dr. R Srinivas Reddy,25 years experience overall,"Jubilee Hills,Hyderabad",₹800,50% ,2 Patient Stories,Positive Homeopathy
413,['Orthopedist2'],Dr. L.Vijay Kumar,36 years experience overall,"Hitech City,Hyderabad",₹500,NaN,NaN,Positive Homeopathy
414,['Radiologist3'],Dr. Mir Jawad Zar Khan,22 years experience overall,"Attapur,Hyderabad",₹700,97% ,275 Patient Stories,Positive Homeopathy
415,['Orthopedist2'],Dr. Siddhartha Chakravarthy,21 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,6 Patient Stories,Positive Homeopathy
416,['Endocrine Surgeon2'],Dr. Sanjay Maitra,26 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,NaN,Positive Homeopathy
417,['Nephrologist2'],Dr. Ravindranath V S.,38 years experience overall,"Ameerpet,Hyderabad",₹500,75% ,11 Patient Stories,Positive Homeopathy
418,['Orthopedist3'],Dr. Nikhil Chandoori,14 years experience overall,"KPHB,Hyderabad",₹300,94% ,175 Patient Stories,Positive Homeopathy
419,['\xa0Homoeopath1'],Dr. Madhavi Pudi,16 years experience overall,"Balkampet,Hyderabad",₹800,91% ,553 Patient Stories,Positive Homeopathy
420,['Cardiologist3'],Dr. M R Madhavi,31 years experience overall,"Trimulgherry,Hyderabad",₹300,98% ,61 Patient Stories,Dr. Madhavi's Homeo Clinic
421,['Ear-Nose-Throat (ENT) Specialist4'],Dr. Chandrasekhar Reddy SV,33 years experience overall,"Secunderabad,Hyderabad",₹700,100% ,2 Patient Stories,Dr. Madhavi's Homeo Clinic
422,['General Physician1'],Dr. Prakash Kumar,46 years experience overall,"Secunderabad,Hyderabad",₹600,100% ,NaN,Dr. Madhavi's Homeo Clinic
423,['General Physician1'],Dr. Karthik Pingle,25 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Dr. Madhavi's Homeo Clinic
424,['Neurologist1'],Dr. Abhishek Katha,14 years experience overall,"Secunderabad,Hyderabad",₹800,100% ,100 Patient Stories,Dr. Madhavi's Homeo Clinic
425,['Gynecologist/Obstetrician'],Dr. Umanath K Nayak,28 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Dr. Madhavi's Homeo Clinic
426,['Dermatologist3'],Dr. Ratnam Boola Gnana,26 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Dr. Madhavi's Homeo Clinic
427,['Pulmonologist1'],Dr. R T S Naik,31 years experience overall,"Hyderguda,Hyderabad",₹1000,80% ,4 Patient Stories,Dr. Madhavi's Homeo Clinic
428,['Pediatrician1'],Dr. Ravindra Ratolikar,40 years experience overall,"Narayanguda,Hyderabad",₹500,98% ,36 Patient Stories,Dr. Madhavi's Homeo Clinic
429,['Dermatologist'],Dr. V.Shirisha,17 years experience overall,"Kondapur,Hyderabad",₹650,93% ,79 Patient Stories,Dr. Madhavi's Homeo Clinic
430,['Dermatologist1'],Dr. Ravindranath Reddy V,35 years experience overall,"Himayat Nagar,Hyderabad",₹500,94% ,254 Patient Stories,Clinic 2000
431,['Ear-Nose-Throat (ENT) Specialist2'],Dr. Prashant K Vaidya,14 years experience overall,"Chanda Nagar,Hyderabad",₹500,95% ,854 Patient Stories,Clinic 2000
432,['Cosmetologist3'],Dr. N. Rajasekharam,24 years experience overall,"Ameerpet,Hyderabad",₹600,92% ,13 Patient Stories,Clinic 2000
433,['Pulmonologist1'],Dr. Archana A,16 years experience overall,"Kukatpally,Hyderabad",₹600,96% ,99 Patient Stories,Clinic 2000
434,['\xa0Homoeopath1'],Dr. Divyesh Kishen Waghray,14 years experience overall,"Jubilee Hills,Hyderabad",₹500,100% ,1 Patient Story,Clinic 2000
435,['Pulmonologist1'],Dr. Sai Sudhakar,21 years experience overall,"Lakdikapul,Hyderabad",₹950,100% ,2 Patient Stories,Clinic 2000
436,['Cardiologist2'],Dr. K N Chandan Kumar,16 years experience overall,"Lakdikapul,Hyderabad",₹800,100% ,3 Patient Stories,Clinic 2000
437,['Gastroenterologist1'],Dr. Swathi Gogineni,15 years experience overall,"Jubilee Hills,Hyderabad",₹700,80% ,19 Patient Stories,Clinic 2000
438,['Gynecologist/Obstetrician1'],Dr. Sunitha Ilinani,26 years experience overall,"Banjara Hills,Hyderabad",₹700,96% ,138 Patient Stories,Clinic 2000
439,['Gynecologist/Obstetrician2'],Dr. Lanka Krishna,42 years experience overall,"Ameerpet,Hyderabad",₹800,94% ,33 Patient Stories,Clinic 2000
440,['Cardiologist4'],Dr. Madhavi Latha,22 years experience overall,"Chanda Nagar,Hyderabad",₹550,88% ,35 Patient Stories,Apollo Clinic
441,['Gynecologist/Obstetrician2'],Dr. Puli Vanaja Reddy,19 years experience overall,"Jubilee Hills,Hyderabad",₹2000,67% ,6 Patient Stories,Apollo Clinic
442,['1'],Dr. Kiran Reddy Chennuri,17 years experience overall,"Gachibowli,Hyderabad",₹600,98% ,235 Patient Stories,Apollo Clinic
443,['Head and Neck Surgeon2'],Dr. Arsheed Hussain Hakeem,22 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Apollo Clinic
444,['Orthopedist1'],Dr. Brundavanam Srinivas Sesha Sainadh,33 years experience overall,"Jubilee Hills,Hyderabad",₹800,36% ,10 Patient Stories,Apollo Clinic
445,['General Surgeon3'],Dr. K.Naga Murali,23 years experience overall,"Miyapur,Hyderabad",₹650,93% ,25 Patient Stories,Apollo Clinic
446,['Cardiologist2'],Dr. Alok Ranjan,17 years experience overall,"Jubilee Hills,Hyderabad",₹1000,60% ,3 Patient Stories,Apollo Clinic
447,['Neurosurgeon1'],Dr. Vijay Kumar Chennamchetty,15 years experience overall,"Jubilee Hills,Hyderabad",₹1000,58% ,14 Patient Stories,Apollo Clinic
448,['Pulmonologist1'],Dr. Sharmila K,27 years experience overall,"Jubilee Hills,Hyderabad",₹600,22% ,8 Patient Stories,Apollo Clinic
449,['Pediatrician2'],Dr. K. Dayanand,24 years experience overall,"Secunderabad,Hyderabad",₹600,95% ,11 Patient Stories,Apollo Clinic
450,['Pulmonologist2'],Dr. Vishnu G,12 years experience overall,"Chaitanyapuri,Hyderabad",₹1000,NaN,NaN,Pranahitha Hospital
451,['\xa0Homoeopath1'],Dr. Anand Agarwal,30 years experience overall,"Chanda Nagar,Hyderabad",₹500,71% ,6 Patient Stories,Pranahitha Hospital
452,['Oncologist4'],Dr. B Kiranmayee,14 years experience overall,"Nallagandla,Hyderabad",₹550,96% ,230 Patient Stories,Pranahitha Hospital
453,['Dentist2'],Dr. Ashok K. Alimchandani,34 years experience overall,"Jubilee Hills,Hyderabad",₹1500,52% ,18 Patient Stories,Pranahitha Hospital
454,['Gastroenterologist2'],Dr. Mounika Ketha,10 years experience overall,"Manikonda,Hyderabad",₹500,98% ,66 Patient Stories,Pranahitha Hospital
455,['Cardiologist3'],Dr. Rabinder Nath Mehrotra,35 years experience overall,"Jubilee Hills,Hyderabad",₹1000,82% ,11 Patient Stories,Pranahitha Hospital
456,['\xa0Homoeopath3'],Dr. Rajesh   (Physiotherapist),18 years experience overall,"Gachibowli,Hyderabad",₹700,100% ,16 Patient Stories,Pranahitha Hospital
457,['Cardiologist4'],Dr. M R Madhavi,31 years experience overall,"Trimulgherry,Hyderabad",₹300,98% ,61 Patient Stories,Pranahitha Hospital
458,['Orthopedist2'],Dr. Aarti Singh,8 years experience overall,"Karkhana,Hyderabad",₹300,NaN,NaN,Pranahitha Hospital
459,['General Surgeon3'],Dr. Jagan Mohan Reddy,16 years experience overall,"Kondapur,Hyderabad",₹800,71% ,6 Patient Stories,Pranahitha Hospital
460,['Physiotherapist1'],Dr. Praveen R. Sirdesai,31 years experience overall,"Secunderabad,Hyderabad",₹800,87% ,13 Patient Stories,Apollo Hospital
461,['Psychiatrist3'],Dr. Swetha Moravineni,7 years experience overall,"Kondapur,Hyderabad",₹250,100% ,85 Patient Stories,Apollo Hospital
462,['Urologist2'],Dr. Surendra Kumar Alluri,28 years experience overall,"Kokapet,Hyderabad",₹500,99% ,342 Patient Stories,Apollo Hospital
463,['\xa0Ayurveda2'],Dr. K Saketh,11 years experience overall,"Lakdikapul,Hyderabad",₹800,NaN,NaN,Apollo Hospital
464,['Dermatologist'],Dr. Bharath Reddy D,13 years experience overall,"Hitech City,Hyderabad",₹500,100% ,1 Patient Story,Apollo Hospital
465,['Pediatrician2'],Dr. Bharat Reddy,25 years experience overall,"Moti Nagar,Hyderabad",₹250,98% ,464 Patient Stories,Apollo Hospital
466,['Gynecologist/Obstetrician3'],Dr. Ashwini Kumar Myneni,15 years experience overall,"Jubilee Hills,Hyderabad",₹1000,89% ,8 Patient Stories,Apollo Hospital
467,['Gynecologist/Obstetrician1'],Dr. T. Anuradha,32 years experience overall,"KPHB,Hyderabad",₹700,100% ,12 Patient Stories,Apollo Hospital
468,['General Physician1'],Dr. Deepesh Singh,20 years experience overall,"Kondapur,Hyderabad",₹500,99% ,124 Patient Stories,Apollo Hospital
469,['Endocrinologist2'],Dr. Varughese Mathai,31 years experience overall,"Jubilee Hills,Hyderabad",₹1000,80% ,2 Patient Stories,Apollo Hospital
470,['General Surgeon3'],Dr. Koka Ram Babu,41 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Apollo Hospitals
471,['Ear-Nose-Throat (ENT) Specialist4'],Dr. Raju C H,15 years experience overall,"Chandra Nagar,Hyderabad",₹700,97% ,464 Patient Stories,Apollo Hospitals
472,['Pulmonologist1'],Dr. Seetharam Kumar D,27 years experience overall,"Nizampet,Hyderabad",₹500,99% ,208 Patient Stories,Apollo Hospitals
473,['Dentist2'],Dr. T.Praveen Kumar Reddy,22 years experience overall,"KPHB,Hyderabad",₹400,97% ,24 Patient Stories,Apollo Hospitals
474,['Dentist2'],Dr. Usha Kiran,25 years experience overall,"Vidyanagar,Hyderabad",₹300,99% ,305 Patient Stories,Apollo Hospitals
475,['Dentist2'],Dr. Ranjith.G,12 years experience overall,"Hitech City,Hyderabad",₹500,100% ,NaN,Apollo Hospitals
476,['Neurologist1'],Dr. Naveen M V,27 years experience overall,"Lakdikapul,Hyderabad",₹950,100% ,NaN,Apollo Hospitals
477,['Plastic Surgeon2'],Dr. Nalini Yadala,41 years experience overall,"Jubilee Hills,Hyderabad",₹700,NaN,NaN,Apollo Hospitals
478,['Oncologist4'],Dr. Sanjeev Singh Yadav,35 years experience overall,"Banjara Hills,Hyderabad",₹650,93% ,62 Patient Stories,Apollo Hospitals
479,['General Surgeon3'],Dr. M S Madhavi,19 years experience overall,"Miyapur,Hyderabad",₹600,71% ,10 Patient Stories,Apollo Hospitals
480,['Gynecologist/Obstetrician1'],Dr. Guru Prasanna Lakshmi   (PhD),11 years experience overall,"Nizampet,Hyderabad",₹3000,80% ,7 Patient Stories,CIMHANS
481,['Ear-Nose-Throat (ENT) Specialist3'],Dr. Rashmi BV,20 years experience overall,"Erragadda,Hyderabad",₹500,100% ,11 Patient Stories,CIMHANS
482,['Orthopedist2'],Mr. Premnath Balla,21 years experience overall,"Banjara Hills,Hyderabad",₹500,93% ,90 Patient Stories,CIMHANS
483,['Gynecologist/Obstetrician1'],Dr. Rajeshwari,20 years experience overall,"Kukatpally,Hyderabad",₹700,83% ,496 Patient Stories,CIMHANS
484,['Oncologist1'],Dr. C Narmada,23 years experience overall,"Shaikpet,Hyderabad",₹500,100% ,10 Patient Stories,CIMHANS
485,['Dentist2'],Dr. Anup Kumar Lahari,39 years experience overall,"Secunderabad,Hyderabad",₹600,86% ,10 Patient Stories,CIMHANS
486,['Orthopedist2'],Dr. Rajya Lakshmi,27 years experience overall,"Kondapur,Hyderabad",₹500,100% ,23 Patient Stories,CIMHANS
487,['\xa0Homoeopath1'],Dr. M V Naveen Reddy,19 years experience overall,"Secunderabad,Hyderabad",₹900,85% ,3 Patient Stories,CIMHANS
488,['GastroIntestinal Surgeon2'],Dr. Lalith Agarwal,14 years experience overall,"Manikonda,Hyderabad",₹600,99% ,98 Patient Stories,CIMHANS
489,['Orthopedist2'],Dr. J.AL.Ranganath,23 years experience overall,"Hitech City,Hyderabad",₹500,95% ,47 Patient Stories,CIMHANS
490,['Dentist1'],Dr. Harsha Nagineni,11 years experience overall,"Chintal,Hyderabad",₹200,100% ,941 Patient Stories,Harsha Dental - Dantam
491,['Orthopedist2'],Dr. Akhila Sunder,7 years experience overall,"Miyapur,Hyderabad",₹700,100% ,5 Patient Stories,Harsha Dental - Dantam
492,['Orthopedist'],Dr. Anurag Chitranshi,13 years experience overall,"Ameerpet,Hyderabad",₹600,100% ,5 Patient Stories,Harsha Dental - Dantam
493,['Plastic Surgeon1'],Dr. Y. Murali Krishna,18 years experience overall,"Ameerpet,Hyderabad",₹700,50% ,4 Patient Stories,Harsha Dental - Dantam
494,['Neurosurgeon1'],Dr. Sathish Kumar S,17 years experience overall,"Miyapur,Hyderabad",₹500,92% ,140 Patient Stories,Harsha Dental - Dantam
495,['Ear-Nose-Throat (ENT) Specialist1'],Dr. Kranthi Paladugu,18 years experience overall,"Kukatpally,Hyderabad",₹400,85% ,45 Patient Stories,Harsha Dental - Dantam
496,['Dentist1'],Dr. Ravi Gurram,16 years experience overall,"Nallagandla,Hyderabad",₹450,99% ,92 Patient Stories,Harsha Dental - Dantam
497,['Pulmonologist1'],Dr. K Prashanth Kumar,12 years experience overall,"Old Bowenpally,Hyderabad",₹500,99% ,269 Patient Stories,Harsha Dental - Dantam
498,['Dentist2'],Dr. Praveena,23 years experience overall,"Kondapur,Hyderabad",₹400,97% ,128 Patient Stories,Harsha Dental - Dantam
499,['Audiologist2'],Mr. Premnath Balla,21 years experience overall,"Banjara Hills,Hyderabad",₹500,93% ,90 Patient Stories,Harsha Dental - Dantam
500,['Cardiologist1'],Dr. N Siva Prasad Naidu,17 years experience overall,"Hitech City,Hyderabad",₹700,100% ,5 Patient Stories,Medicover Hospitals
501,['Dentist2'],Dr. Vikas Gowd,25 years experience overall,"Banjara Hills,Hyderabad",₹500,100% ,51 Patient Stories,Medicover Hospitals
502,['Gynecologist/Obstetrician2'],Dr. Ganga Sireesha,21 years experience overall,"Chanda Nagar,Hyderabad",₹600,93% ,393 Patient Stories,Medicover Hospitals
503,['Pediatrician1'],Dr. Srikanth Darisetty,13 years experience overall,"Malkajgiri,Hyderabad",₹550,100% ,84 Patient Stories,Medicover Hospitals
504,['Orthopedist2'],Dr. Balavardhan Reddy,25 years experience overall,"Jubilee Hills,Hyderabad",₹1000,95% ,53 Patient Stories,Medicover Hospitals
505,['Dentist2'],Dr. Chaitanya Kumar Reddy,26 years experience overall,"Khajaguda,Hyderabad",₹400,98% ,256 Patient Stories,Medicover Hospitals
506,['\xa0Ayurveda2'],Dr. M. Narasimha,24 years experience overall,"Ameerpet,Hyderabad",₹500,88% ,61 Patient Stories,Medicover Hospitals
507,['Cardiologist2'],Dr. T Sadanand Reddy,26 years experience overall,"Hitech City,Hyderabad",₹500,100% ,3 Patient Stories,Medicover Hospitals
508,['Dentist2'],Dr. Sudha Chitumalla,24 years experience overall,"Banjara Hills,Hyderabad",₹400,100% ,29 Patient Stories,Medicover Hospitals
509,['Dentist2'],Dr. P Venkat Ratna Nag,21 years experience overall,"Banjara Hills,Hyderabad",₹350,99% ,301 Patient Stories,Medicover Hospitals
510,['Dentist2'],Dr. Praveen R. Sirdesai,31 years experience overall,"Secunderabad,Hyderabad",₹800,87% ,13 Patient Stories,Apollo Hospital
511,['Gynecologist/Obstetrician2'],Dr. Sarada Mallemala,41 years experience overall,"Jubilee Hills,Hyderabad",₹700,100% ,3 Patient Stories,Apollo Hospital
512,['Physiotherapist1'],Dr. Prabha Mohan,30 years experience overall,"East Marredpally,Hyderabad",₹1350,100% ,3 Patient Stories,Apollo Hospital
513,['Ophthalmologist2'],Dr. P. Haritha,17 years experience overall,"Alwal,Hyderabad",₹500,79% ,11 Patient Stories,Apollo Hospital
514,['Orthopedist1'],Dr. Hormuzd K Vakil,24 years experience overall,"MG Road,Hyderabad",₹500,99% ,67 Patient Stories,Apollo Hospital
515,['Neurosurgeon2'],Dr. Sharat Kumar P,36 years experience overall,"Jubilee Hills,Hyderabad",₹800,80% ,42 Patient Stories,Apollo Hospital
516,['Cardiologist2'],Dr. Krishi Kumar Vadla   (Physiotherapist),20 years experience overall,"Nizampet,Hyderabad",₹500,97% ,34 Patient Stories,Apollo Hospital
517,['General Surgeon2'],Dr. Goutham Kandula,26 years experience overall,"SR Nagar,Hyderabad",₹400,96% ,9 Patient Stories,Apollo Hospital
518,['Vascular Surgeon2'],Dr. Vijay Kumar,13 years experience overall,"Manikonda,Hyderabad",₹500,NaN,NaN,Apollo Hospital
519,['Nephrologist1'],Dr. Anuj Amrit Kapadiya,25 years experience overall,"Gachibowli,Hyderabad",₹500,100% ,7 Patient Stories,Apollo Hospital
520,['Gastroenterologist2'],Dr. V Subramanya Srinivas,23 years experience overall,"Hitech City,Hyderabad",₹500,25% ,2 Patient Stories,Medicover Hospitals
521,['Cardiologist2'],Dr. Srikanth Guduguntla,26 years experience overall,"Begumpet,Hyderabad",₹300,92% ,85 Patient Stories,Medicover Hospitals
522,['Dentist2'],Dr. Sanjeev Kumar Khulbey,27 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,2 Patient Stories,Medicover Hospitals
523,['Plastic Surgeon2'],Dr. K.Balasubrahmanyam,20 years experience overall,"Ameerpet,Hyderabad",₹500,NaN,NaN,Medicover Hospitals
524,['Dentist1'],Dr. Preeti Maurya,12 years experience overall,"Nallagandla,Hyderabad",₹400,100% ,45 Patient Stories,Medicover Hospitals
525,['Cardiologist1'],Dr. B V A Ranga Reddy,12 years experience overall,"Manikonda,Hyderabad",₹1000,100% ,5 Patient Stories,Medicover Hospitals
526,['Orthopedist2'],Dr. Manjunath Reddy G,22 years experience overall,"KPHB,Hyderabad",₹700,89% ,50 Patient Stories,Medicover Hospitals
